Level,Channels,BPP_Before,PSNR_Before,MSE_Before,MSSSIM_Before,MSSSIM_DB_Before,BPP_After,PSNR_After,MSE_After,MSSSIM_After,MSSSIM_DB_After
0,192,4.129408705234527,40.89935461680094,8.568498925932317,0.9973395576079687,26.469707679748534,4.125499073664347,41.23685782750447,8.223693940129806,0.9975303957859675,26.86310625076294
1,144,3.081778065363566,38.908759689331056,14.10042310197241,0.9957980901002884,24.592451667785646,3.0780999223391214,39.02105058034261,13.867702542968345,0.9959145883719126,24.739758650461834
2,96,2.090851718187332,36.64225358963013,24.03209277324777,0.9927903612454733,22.3343359152476,2.0890807966391245,36.68991460800171,23.846620813460504,0.9928905854622523,22.40841226577759
3,72,1.5984864751497905,35.1542755762736,33.728144797610184,0.9895762105782827,20.750618489583335,1.5974845389525096,35.236544863382974,33.42240973246362,0.9897029310464859,20.82465712229411
4,48,1.0917142570018767,33.488507175445555,49.3320344418089,0.9839443067709605,18.89876659711202,1.0908805638551713,33.53851025899251,49.05606191221523,0.9840938091278076,18.95864052772522
